id,sentence,sense_key,targets
d0000.s0029.t0001,En engelsk journalist [TGT] spør [TGT] hvordan det var å spille seriekamp på et annet kontinent .,"['18809', '31530', '31862', '31846', '31837', '31841', '18813']",[3]
d0000.s0031.t0001,Bondevik erkjenner at en [TGT] ny [TGT] regjering ikke vil overleve lenge uten å spille på lag med Hagen :,['6160'],[0]
d0000.s0031.t0002,Bondevik erkjenner at en ny [TGT] regjering [TGT] ikke vil overleve lenge uten å spille på lag med Hagen :,['1408'],[0]
d0000.s0031.t0005,Bondevik erkjenner at en ny regjering ikke vil overleve lenge uten å spille på [TGT] lag [TGT] med Hagen :,"['10601', '1132', '17102', '1143', '244', '764', '50334', '1205', '2388', '56', '453']",[7]
d0000.s0033.t0000,[TGT] Klærne [TGT] skal synes på gulvet og understreke bevegelsene .,['11'],[0]
d0000.s0037.t0000,"På en turistbåt under den kraftigste fossen i Nord-Amerika , under to [TGT] måneder [TGT] etter at de hadde møtt hverandre på en vennemiddag i Oslo , forlovet Shabana seg med den ti år eldre NRK-mannen Martin Gaarder .","['3612', '12532']",[0]
d0000.s0038.t0000,"Han [TGT] styrer [TGT] booking , management og er deleier i plateselskapet .","['7480', '19571', '31429', '7919', '19564']",[1]
d0000.s0040.t0000,Jeg oppgav i mitt svar den 24. [TGT] november [TGT] 1999 at det i nasjonalbudsjettet var anslått at førstegangsregistrerte biler i 1999 ville bli 117 000 .,['26387'],[0]
d0000.s0042.t0000,"Om vi [TGT] bruker [TGT] store ord om hverandre nå , så er det fordi vi vet å sette pris på hverandre .","['18967', '31495', '7865']",[1]
d0000.s0042.t0001,"Om vi bruker store [TGT] ord [TGT] om hverandre nå , så er det fordi vi vet å sette pris på hverandre .","['52836', '54891', '21187', '29317', '1516', '45048']",[2]
d0000.s0043.t0000,[TGT] Prøver [TGT] å få til litt svømming og løping tre ganger i uka .,"['7891', '19559', '19558', '20039']",[0]
d0000.s0047.t0000,"Det er estimert at per 100 000 fødsler , dør 6500 [TGT] mødre [TGT] .","['55838', '36773', '45060', '47478']",[0]
d0000.s0048.t0000,"Det var jo ikke [TGT] lov [TGT] for en kvinne å forlate huset uten mannlig anstand , forteller Firooza Mushteri ( 24 ) .","['41437', '12828', '40667', '4679', '4682', '13058', '4680', '26645', '4681', '4734']",[0]
d0000.s0049.t0000,- Men du [TGT] føler [TGT] deg litt latterlig når du sitter i alt utstyret på flyplassen .,"['19153', '44181', '8340', '18253']",[1]
d0000.s0050.t0000,"- Vi må se på flere som finnes i vårt [TGT] samfunn [TGT] , som er en minst like stor fare for vårt demokrati og våre medmennesker .","['36989', '90', '2171', '1669']",[3]
d0000.s0052.t0000,"Barnet skal [TGT] hete [TGT] Leah Isadora Behn . ""","['4793', '4792']",[1]
d0000.s0055.t0000,- I Rogh-distriktet har vi [TGT] verdens [TGT] høyeste dødsrate blant fødende mødre .,"['808', '1985', '26013', '4515', '107', '1420', '26366', '40536', '39427']",[8]
d0000.s0055.t0001,- I Rogh-distriktet har vi verdens høyeste dødsrate blant fødende [TGT] mødre [TGT] .,"['47478', '55838', '45060', '36773']",[1]
d0000.s0056.t0002,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket [TGT] viktig [TGT] redskap FN er for freden , - men freden bygges også dag for dag av menneskene , over hele verden .",['5386'],[0]
d0000.s0056.t0004,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for [TGT] freden [TGT] , - men freden bygges også dag for dag av menneskene , over hele verden .","['14554', '14509', '29481', '53113', '27626', '14463']",[4]
d0000.s0056.t0005,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men [TGT] freden [TGT] bygges også dag for dag av menneskene , over hele verden .","['14463', '14554', '53113', '14509', '29481', '27626']",[5]
d0000.s0056.t0006,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men freden [TGT] bygges [TGT] også dag for dag av menneskene , over hele verden .","['18528', '18544']",[0]
d0000.s0056.t0007,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men freden bygges også [TGT] dag [TGT] for dag av menneskene , over hele verden .","['3536', '12530']",[0]
d0000.s0056.t0008,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men freden bygges også dag for [TGT] dag [TGT] av menneskene , over hele verden .","['12530', '3536']",[1]
d0000.s0056.t0009,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men freden bygges også dag for dag av [TGT] menneskene [TGT] , over hele verden .","['36831', '49503', '9285']",[0]
d0000.s0056.t0010,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men freden bygges også dag for dag av menneskene , over [TGT] hele [TGT] verden .",['6159'],[0]
d0000.s0056.t0011,"José Ramos-Horta fra Øst-Timor , fredsprisvinner i 1996 , understreket også hvilket viktig redskap FN er for freden , - men freden bygges også dag for dag av menneskene , over hele [TGT] verden [TGT] .","['39427', '40536', '1420', '26013', '107', '26366', '4515', '808', '1985']",[0]
d0000.s0058.t0000,Han mener det er for tidlig å [TGT] trekke [TGT] konklusjoner om partiets veivalg fram mot stortingsvalget i 2013 .,"['43728', '18890', '7526', '18527', '7528', '18994', '7626', '64269', '32050', '7527', '7525', '17557', '19356', '18995', '18891']",[6]
d0000.s0059.t0000,"Da det ikke skjedde , har det vært viktig å si [TGT] nei [TGT] .",['42411'],[0]
d0000.s0061.t0000,Det er greit å ha en kølle [TGT] klar [TGT] når den gamle brekker .,"['14285', '27454', '6129', '5460']",[3]
d0000.s0061.t0001,Det er greit å ha en kølle klar når den [TGT] gamle [TGT] brekker .,['12119'],[0]
d0000.s0062.t0000,"På vei til London flyr de inn i natta , de [TGT] sitter [TGT] trangt , folk rundt dem begynner å sovne .","['8540', '20098', '20106', '20120', '20107', '20105', '8536']",[5]
d0000.s0064.t0000,[TGT] Sønnen [TGT] :,"['56514', '62279', '56475', '56565']",[2]
d0000.s0065.t0000,"Internett er også fullt av bombeoppskrifter og annen [TGT] informasjon [TGT] som kan brukes til sånne handlinger , sier Karlsen , og legger til :","['13305', '4903', '37944']",[1]
d0000.s0065.t0001,"Internett er også fullt av bombeoppskrifter og annen informasjon som kan brukes til sånne [TGT] handlinger [TGT] , sier Karlsen , og legger til :","['825', '5057', '60907']",[0]
d0000.s0066.t0000,"– Nå er statistikken kommet , den er [TGT] tilgjengelig [TGT] og viser at det ble førstegangsregistrert 123 820 biler i 1999 .",['6542'],[0]
d0000.s0067.t0000,- Jeg har hørt om [TGT] tilfeller [TGT] der bruden ikke var mer enn ni år |,"['47237', '7105', '17177']",[2]
d0000.s0067.t0001,- Jeg har hørt om tilfeller der [TGT] bruden [TGT] ikke var mer enn ni år |,['55841'],[0]
d0000.s0068.t0000,- Det er viktig å være klar over at Knausgårds [TGT] verk [TGT] også gir uttrykk for en del synspunkter som har vunnet fram i bred offentlighet .,"['5027', '34944', '39342', '60674', '8813']",[4]
d0000.s0068.t0001,- Det er viktig å være klar over at Knausgårds verk også gir [TGT] uttrykk [TGT] for en del synspunkter som har vunnet fram i bred offentlighet .,"['21188', '27853', '34543', '14727', '6664', '45035', '34629']",[4]
d0000.s0068.t0002,- Det er viktig å være klar over at Knausgårds verk også gir uttrykk for en del synspunkter som har [TGT] vunnet [TGT] fram i bred offentlighet .,"['18627', '18180', '20076', '18628']",[1]
d0000.s0071.t0001,Men Hagens strategi går ut på å knytte [TGT] regjeringen [TGT] stadig tettere til Fr.p. .,['1408'],[0]
d0000.s0071.t0002,Men Hagens strategi går ut på å knytte regjeringen stadig [TGT] tettere [TGT] til Fr.p. .,"['6526', '5707', '28216', '5706', '6083']",[0]
d0000.s0072.t0000,Da er det ikke noe dårlig trekk av EA å knytte til seg husmorhelten Ophras [TGT] personlige [TGT] trener .,['6170'],[0]
d0000.s0075.t0000,"Det å være først ute , komme [TGT] tettest [TGT] på , få de næreste eller sterkeste bildene .","['6526', '28216', '5706', '6083', '5707']",[2]
d0000.s0075.t0001,"Det å være først ute , komme tettest på , få de næreste eller [TGT] sterkeste [TGT] bildene .","['5702', '5549', '5701', '27004', '15021', '5700', '15635', '15634', '5699', '26955', '15274']",[6]
d0000.s0076.t0000,"Så jeg tok på meg [TGT] klærne [TGT] , skoene og hatten til faren min .",['11'],[0]
d0000.s0078.t0000,Abdul Hakim i Faizabad gjør sitt beste for å hjelpe kona og det ufødte [TGT] barnet [TGT] .,"['46676', '46752', '46642', '46677', '56082', '46678', '46751']",[6]
d0000.s0082.t0000,« En utfordring som likner den å [TGT] drive [TGT] din egen business med sju eller flere ansatte .,"['20216', '31988', '19002', '18476', '7944', '7855', '20214', '7945', '41874', '7389', '18066', '7852']",[7]
d0000.s0083.t0000,"Nestleder i kultur-, idretts- og friluftskomiteen , Randi Sakshaug ( Ap ) , sier de rødgrønne vil [TGT] fortsette [TGT] arbeidet på kulturfeltet i neste periode .","['41854', '7805', '31572', '7880', '7348']",[3]
d0000.s0087.t0000,[TGT] Positiv [TGT] |,"['15013', '14924', '6317']",[1]
d0000.s0088.t0000,"- De høye dødstallene skyldes først og fremst kulturelle problemer , som at menn tradisjonelt ikke har tillatt sine fødende koner og døtre å få medisinsk behandling av mannlige leger , [TGT] forklarer [TGT] Firooza .",['43505'],[0]
d0000.s0091.t0000,"- Jeg prater for mye , [TGT] svarer [TGT] Erik .","['31730', '43896']",[0]
d0000.s0093.t0000,"Frp [TGT] mistet [TGT] svært mange velgere i vår , men har faktisk holdt seg godt i august .","['18704', '18760', '7795', '7723', '31098', '18712', '18695', '18696']",[6]
d0000.s0093.t0001,"Frp mistet svært mange [TGT] velgere [TGT] i vår , men har faktisk holdt seg godt i august .",['46847'],[0]
d0000.s0095.t0000,"- Hensikten med å ha en sterk politisk [TGT] styring [TGT] over kulturmidlene er å sikre at de relativt beskjedne summene som kommune , fylke og stat bevilger til kultur treffer målrettet .","['6881', '16991']",[1]
d0000.s0095.t0001,"- Hensikten med å ha en sterk politisk styring over kulturmidlene er å [TGT] sikre [TGT] at de relativt beskjedne summene som kommune , fylke og stat bevilger til kultur treffer målrettet .","['19087', '30987', '43265', '7608', '17507', '30986', '18843', '30997', '31049', '30988']",[1]
d0000.s0095.t0002,"- Hensikten med å ha en sterk politisk styring over kulturmidlene er å sikre at de relativt beskjedne summene som kommune , fylke og stat bevilger til [TGT] kultur [TGT] treffer målrettet .","['42338', '1954', '28073', '268', '16034']",[4]
d0000.s0095.t0003,"- Hensikten med å ha en sterk politisk styring over kulturmidlene er å sikre at de relativt beskjedne summene som kommune , fylke og stat bevilger til kultur [TGT] treffer [TGT] målrettet .","['18749', '31422', '31403', '43128']",[2]
d0000.s0097.t0000,At jeg [TGT] hjelper [TGT] folket mitt .,"['7885', '17835', '19296', '18054']",[0]
d0000.s0098.t0000,En av dem ser på [TGT] klokka [TGT] .,"['22085', '35013', '21307', '22154', '21308', '21285', '36655', '4038']",[5]
d0000.s0099.t0000,"På ti år har han [TGT] laget [TGT] tre langfilmer , og en rekke reklamefilmer for alt fra Wasa knekkebrød til Røkkes Aker Kværner .","['7214', '30890', '18270', '30864']",[2]
d0000.s0099.t0001,"På ti år har han laget tre langfilmer , og en [TGT] rekke [TGT] reklamefilmer for alt fra Wasa knekkebrød til Røkkes Aker Kværner .","['89', '117', '290', '323', '144', '4813', '40327', '2168']",[1]
d0000.s0101.t0000,Ågot Valle [TGT] blir [TGT] ny leder av kontroll- og konstitusjonskomitéen .,"['18608', '25210', '850', '18724', '7575', '18221', '18609', '8533']",[4]
d0000.s0101.t0001,Ågot Valle blir ny [TGT] leder [TGT] av kontroll- og konstitusjonskomitéen .,"['47489', '8744', '46685', '46657', '24751']",[3]
d0000.s0103.t0000,"Jevgenij Malkin , 22-åringen som ifølge dem som kan det er nesten like god som Crosby , [TGT] stjeler [TGT] pucken da Penguins er i undertall .","['18970', '19624', '19626', '32268']",[2]
d0000.s0106.t0000,Og den bedriver en aktiv [TGT] kamp [TGT] mot sekularisering og mot andre religioner .,"['29090', '29599', '60971', '6844', '53647']",[0]
d0000.s0107.t0000,"Hun ble ikke [TGT] født [TGT] inn i en liberal familie , men hun diskuterte ofte kjønnsroller med brødrene sine , også etter at hun flyttet fra Holmlia og familien som sekstenåring .","['7877', '7594', '19196']",[2]
d0000.s0107.t0001,"Hun ble ikke født inn i en liberal familie , men hun [TGT] diskuterte [TGT] ofte kjønnsroller med brødrene sine , også etter at hun flyttet fra Holmlia og familien som sekstenåring .",['43600'],[0]
d0000.s0107.t0002,"Hun ble ikke født inn i en liberal familie , men hun diskuterte ofte [TGT] kjønnsroller [TGT] med brødrene sine , også etter at hun flyttet fra Holmlia og familien som sekstenåring .",['58408'],[0]
d0000.s0107.t0003,"Hun ble ikke født inn i en liberal familie , men hun diskuterte ofte kjønnsroller med brødrene sine , også etter at hun [TGT] flyttet [TGT] fra Holmlia og familien som sekstenåring .","['7886', '20321', '31427']",[0]
d0000.s0108.t0001,"- Det er en del ting du bør [TGT] huske [TGT] på , som å sette dekket rett vei , sier Sharif , og peker på pilen som viser mønsterets retning .","['32666', '43644', '20007', '52073']",[0]
d0000.s0108.t0002,"- Det er en del ting du bør huske på , som å sette [TGT] dekket [TGT] rett vei , sier Sharif , og peker på pilen som viser mønsterets retning .","['11537', '2762', '8804', '2758']",[2]
d0000.s0108.t0003,"- Det er en del ting du bør huske på , som å sette dekket rett [TGT] vei [TGT] , sier Sharif , og peker på pilen som viser mønsterets retning .","['24014', '37725', '38011', '23599', '14852', '14841', '25867']",[0]
d0000.s0108.t0005,"- Det er en del ting du bør huske på , som å sette dekket rett vei , sier Sharif , og peker på pilen som viser mønsterets [TGT] retning [TGT] .","['752', '821', '26832', '9109']",[3]
d0000.s0109.t0000,Hun er lederen for [TGT] studentbevegelsen [TGT] som denne uka har ledet an i massive protester mot Chiles høyrekonservative regjering .,['1713'],[0]
d0000.s0109.t0001,Hun er lederen for studentbevegelsen som denne [TGT] uka [TGT] har ledet an i massive protester mot Chiles høyrekonservative regjering .,['3683'],[0]
d0000.s0109.t0002,Hun er lederen for studentbevegelsen som denne uka har [TGT] ledet [TGT] an i massive protester mot Chiles høyrekonservative regjering .,"['18474', '7962', '19961', '8689', '18475']",[3]
d0000.s0110.t0000,Jeg [TGT] merker [TGT] stillheten .,"['8341', '54184', '7954', '43121', '61223', '19057', '8340']",[0]
d0000.s0113.t0000,"Så tar jeg med meg Mac'en min , der jeg har alt av tekster , noter og [TGT] ideer [TGT] .","['4420', '27887', '12678', '4419']",[0]
d0000.s0116.t0000,"- Privatiseringspolitikken er viktig for oss , og noe vi kommer til å se nøye på i eventuelle forhandlinger med de [TGT] borgerlige [TGT] .","['15435', '15382', '15432', '15437', '15433', '15383', '15436']",[1]
d0000.s0117.t0000,"Natos generalsekretær har allerede tatt [TGT] signalene [TGT] , og i et intervju med Politiken nylig advarer han mot manglende prioritering av forsvaret i europeiske Nato-land :","['16796', '21288', '7118', '17138', '35138', '30433']",[2]
d0000.s0118.t0002,"Talsmann for nettstedet reptilweb , Vålen Gånev , sier han [TGT] stjal [TGT] krokodillen i Bergen i protest mot forholdene ved Akvariet .","['19626', '32268', '18970', '19624']",[3]
d0000.s0118.t0003,"Talsmann for nettstedet reptilweb , Vålen Gånev , sier han stjal [TGT] krokodillen [TGT] i Bergen i protest mot forholdene ved Akvariet .",['55649'],[0]
d0000.s0120.t0002,Jeg må jo si at jeg forventer at statsråder fra denne talerstolen kommer med de riktige tallene som jeg [TGT] ber [TGT] om .,"['31836', '43713', '64276', '31859', '54470']",[0]
d0000.s0124.t0004,"Vitser som « må jeg ta bomba ut av sekken før jeg sender den gjennom [TGT] røntgenscanneren [TGT] ? » har vært populære blant skjemtegaukene i security-køen , om enn ikke så populære blant bryske sikkerhetsvakter .",['20907'],[0]
d0000.s0125.t0000,"Ikke overraskende har EA allerede [TGT] begynt [TGT] å planlegge flere «Sports Active»-titler , og fremtidige spill i serien vil by på nye former for trening .","['851', '858', '7576', '31559', '8595']",[1]
d0000.s0125.t0002,"Ikke overraskende har EA allerede begynt å planlegge flere «Sports Active»-titler , og fremtidige spill i serien vil by på nye [TGT] former [TGT] for trening .","['8816', '14663', '14799', '762', '5256', '14662', '14781', '50033', '20687', '34630']",[3]
d0000.s0127.t0000,"- Store , [TGT] fine [TGT] sletter .","['14894', '6449', '15231', '26099']",[0]
d0000.s0128.t0000,"- Jeg er i alle fall ikke [TGT] redd [TGT] , sier hun .","['5758', '5715', '15734']",[2]
d0000.s0133.t0000,"[TGT] Korte [TGT] , grå skjeggstubber kjemper seg fram i det lett rødsprengte ansiktet .","['26101', '12040', '6276']",[1]
d0000.s0133.t0001,"Korte , [TGT] grå [TGT] skjeggstubber kjemper seg fram i det lett rødsprengte ansiktet .","['13882', '40913', '15472', '27168']",[0]
d0000.s0133.t0002,"Korte , grå skjeggstubber [TGT] kjemper [TGT] seg fram i det lett rødsprengte ansiktet .","['32217', '19622', '19342']",[2]
d0000.s0137.t0000,- Er dette [TGT] første [TGT] steg mot europeiske «franchises» ?,['6447'],[0]
d0000.s0138.t0000,"- [TGT] Diskusjonen [TGT] om sammenhengen mellom lingvistisk og fysisk vold er svært aktuell , ikke minst etter 22. juli .",['42292'],[0]
d0000.s0138.t0001,"- Diskusjonen om sammenhengen mellom lingvistisk og fysisk [TGT] vold [TGT] er svært aktuell , ikke minst etter 22. juli .","['6726', '6730']",[0]
d0000.s0138.t0002,"- Diskusjonen om sammenhengen mellom lingvistisk og fysisk vold er svært [TGT] aktuell [TGT] , ikke minst etter 22. juli .",['15528'],[0]
d0000.s0139.t0000,"UNICEF [TGT] arbeider [TGT] i 162 land , og prioriterte oppgaver er små barns helse og utvikling , skolegang - særlig for jenter , HIV/AIDS og tiltak for å beskytte barn mot utnyttelse seksuelt , i arbeid og som soldater .",['15987'],[0]
d0000.s0139.t0001,"UNICEF arbeider i 162 [TGT] land [TGT] , og prioriterte oppgaver er små barns helse og utvikling , skolegang - særlig for jenter , HIV/AIDS og tiltak for å beskytte barn mot utnyttelse seksuelt , i arbeid og som soldater .","['22792', '22795', '8903', '1672', '22794']",[0]
d0000.s0139.t0004,"UNICEF arbeider i 162 land , og prioriterte oppgaver er [TGT] små [TGT] barns helse og utvikling , skolegang - særlig for jenter , HIV/AIDS og tiltak for å beskytte barn mot utnyttelse seksuelt , i arbeid og som soldater .","['12013', '26103']",[0]
d0000.s0139.t0005,"UNICEF arbeider i 162 land , og prioriterte oppgaver er små [TGT] barns [TGT] helse og utvikling , skolegang - særlig for jenter , HIV/AIDS og tiltak for å beskytte barn mot utnyttelse seksuelt , i arbeid og som soldater .","['46678', '46676', '46677', '46752', '46642', '46751', '56082']",[4]
d0000.s0139.t0007,"UNICEF arbeider i 162 land , og prioriterte oppgaver er små barns helse og [TGT] utvikling [TGT] , skolegang - særlig for jenter , HIV/AIDS og tiltak for å beskytte barn mot utnyttelse seksuelt , i arbeid og som soldater .","['16023', '19807', '841', '7142', '8123', '794']",[1]
d0000.s0139.t0009,"UNICEF arbeider i 162 land , og prioriterte oppgaver er små barns helse og utvikling , skolegang - særlig for [TGT] jenter [TGT] , HIV/AIDS og tiltak for å beskytte barn mot utnyttelse seksuelt , i arbeid og som soldater .","['55699', '55826', '47287', '61865', '62887', '55867']",[0]
d0000.s0139.t0012,"UNICEF arbeider i 162 land , og prioriterte oppgaver er små barns helse og utvikling , skolegang - særlig for jenter , HIV/AIDS og tiltak for å beskytte [TGT] barn [TGT] mot utnyttelse seksuelt , i arbeid og som soldater .","['46676', '46642', '46752', '46678', '46751', '56082', '46677']",[1]
d0000.s0139.t0015,"UNICEF arbeider i 162 land , og prioriterte oppgaver er små barns helse og utvikling , skolegang - særlig for jenter , HIV/AIDS og tiltak for å beskytte barn mot utnyttelse seksuelt , i [TGT] arbeid [TGT] og som soldater .","['23744', '15988', '8788', '15980', '15985', '16190']",[1]
d0000.s0141.t0000,"Jeg trodde i alle fall ikke jeg skulle [TGT] gifte [TGT] meg igjen , og jeg spør meg selv nå :",['19407'],[0]
d0000.s0141.t0001,"Jeg trodde i alle fall ikke jeg skulle gifte meg igjen , og jeg [TGT] spør [TGT] meg selv nå :","['31837', '31530', '31846', '31862', '31841', '18809', '18813']",[2]
d0000.s0145.t0000,Den samme Beck [TGT] skapte [TGT] oppstyr da han sammenliknet AUF med «Hitlerjugend» etter 22. juli .,"['31863', '18434', '7636', '7618', '7637', '43090', '831']",[5]
d0000.s0147.t0000,Jeg [TGT] vet [TGT] ikke .,"['20017', '20019', '20018', '20005', '15117']",[3]
d0000.s0148.t0000,Vi møttes med en så stor [TGT] kraft [TGT] .,"['17078', '14875', '5149', '26957', '60570', '38301', '5343', '14863', '15401', '17100']",[6]
d0000.s0149.t0000,"Filmen handler om store ting som [TGT] tro [TGT] , håp , kjærlighet , tilgivelse og forsoning .","['53178', '6455', '53177', '32584', '32583', '53175', '32660', '53230', '54674', '53176', '32656', '32661', '14233', '54644']",[5]
d0000.s0149.t0001,"Filmen handler om store ting som tro , [TGT] håp [TGT] , kjærlighet , tilgivelse og forsoning .","['41038', '47315']",[0]
d0000.s0149.t0002,"Filmen handler om store ting som tro , håp , [TGT] kjærlighet [TGT] , tilgivelse og forsoning .","['53138', '53122', '46909', '41048', '53139']",[3]
d0000.s0151.t0000,Jeg vet nesten hvor [TGT] klokka [TGT] henger på veggen i hvert hus i Haugesund .,"['36655', '4038', '22154', '21307', '35013', '21285', '21308', '22085']",[5]
d0000.s0151.t0001,Jeg vet nesten hvor klokka [TGT] henger [TGT] på veggen i hvert hus i Haugesund .,"['54214', '17977', '17978', '20114', '20095', '8553', '31082']",[5]
d0000.s0151.t0002,Jeg vet nesten hvor klokka henger på [TGT] veggen [TGT] i hvert hus i Haugesund .,"['2726', '50369', '50370', '50336']",[0]
d0000.s0151.t0003,Jeg vet nesten hvor klokka henger på veggen i hvert [TGT] hus [TGT] i Haugesund .,"['63771', '63778', '59967', '41526', '51913', '23764', '51912', '1154', '214', '1081']",[0]
d0000.s0152.t0001,"Hun understreker likevel at hun er [TGT] fornøyd [TGT] med styringskonstellasjonen som den er i dag , som er et samarbeid mellom Sp , Ap , SV og Miljøpartiet de Grønne .",['14637'],[0]
